109,0.33945,0.6422,36.064,1333.3,58.826,3525.7,0.21774,4.491,93,0.31183,0.55914,32.29,1203.8,3.9677,146.7,52.258,3135.5,6.4516,387.1,0.18738,3.9006,0.022796,0.47728,355,2,111,100,97.94,25,-1000,50,108,108,99,94.88,2,93,0.8667,99,1.02,12,1.34,81,91,99,-0.012362,-0.0090397,-0.038817,-0.034938,0.55213,0.91506,1.79E+16,6.61E+17,2.91E+16,1.74E+18,1.03E+14,2.15E+15,0,255,251.99,8,0,0,0,-1,0,0,325,4275,0,0,0,125,0,2961,0,1,0,0,0,0,0,0,1,0,0
21,0.66667,0.2381,29.571,1001.9,54.286,3257.1,0.17587,3.9448,17,0.41176,0.23529,20.059,650.06,9.8235,348.06,38.824,2329.4,17.647,1058.8,0.12549,2.4816,0.075294,1.7851,84.15,2,21,100,98.34,25,-1000,50,18,18,54.16,117.67,2,17,0,98.2,6.92,-54.15,8.69,12,15,99,0.14698,0.17823,0.083032,0.13614,0.57143,1.033,4.42E+16,1.57E+18,7.95E+16,4.77E+18,3.39E+14,8.04E+15,0,57,57,102,0,-1.37E-13,0,-1,0,0,54,673,0,0,0,148,0,319,0,0,0,0,0,0,0,0,1,0,0
33,0.18182,0.81818,36.152,1317.8,60,3600,0.20566,4.4513,32,0.03125,0.5,19.188,698.56,10.688,350.62,31.875,1912.5,20.625,1237.5,0.15042,3.5038,0.070417,1.4013,129.31,2,34,100,97.38,25,-1000,50,33,33,99,255.71,2,35,5.2823,96.51,7.31,-132.68,8.16,21,30,99,-0.11184,-0.11228,-0.048246,-0.028048,0.76453,1.1526,4.81E+16,1.58E+18,9.29E+16,5.57E+18,3.17E+14,6.31E+15,0,99,99,182,0,0,0,-1,0,0,99,1295,0,0,0,286,0,653,1,0,0,0,0,0,0,0,0,1,0
99,0.68687,0.29293,35.525,1294.2,58.788,3527.3,0.19125,3.836,68,0.5,0.23529,26.618,971.94,8.6765,322.24,44.118,2647.1,14.118,847.06,0.15275,3.2888,0.060392,1.3247,324.95,2,103,100,97.58,25,-1000,50,99,99,99,455.75,2,69,2.3407,98.75,6.61,-208.79,7.04,51,68,99,-0.046726,-0.046447,-0.026518,-0.022423,0.62025,1.0391,3.91E+16,1.45E+18,6.36E+16,3.81E+18,2.72E+14,5.97E+15,0,255,251.99,202,0,0,0,-1,0,0,295,3862,0,0,0,486,0,1767,0,0,0,0,0,0,0,0,0,0,1
139,0.41007,0.58273,36.612,1354.7,59.568,3574.1,0.22427,4.6498,164,0.31707,0.36585,25.421,949.75,10.037,376.4,40.976,2458.5,16.098,965.85,0.15837,3.3433,0.062439,1.2701,454.36,2,145,100,97.47,25,-1000,50,141,141,99,1286,2,173,4.1993,97.38,7.43,-638.51,7.61,120,164,99,-0.02312,-0.035473,0.0020594,-0.0087008,0.53419,1.0041,4.52E+16,1.70E+18,7.25E+16,4.35E+18,2.81E+14,5.72E+15,0,255,251.99,255,0,0,0,-1,0,0,424,5593,0,0,0,1316,0,4201,1,0,0,0,0,0,0,0,0,0,1
87,0.17241,0.74713,30.724,1044.4,51.862,3105.1,0.20276,4.1703,38,0.21053,0.47368,24.421,878.84,9.7105,330.5,39.474,2368.4,17.368,1042.1,0.15228,3.1249,0.051579,1.0095,249.64,2,91,100,87.13,25,-1000,50,73,73,99,244.59,2,40,4.1406,91.1,6.11,-118.56,6.86,28,36,99,0.054475,0.08619,-0.022065,-0.014034,0.62629,1.0746,4.37E+16,1.49E+18,7.82E+16,4.69E+18,2.32E+14,4.55E+15,0,241,240.83,169,0,0,0,-1,7,0,220,2724,0,2,2,275,0,889,0,0,1,0,0,0,0,1,0,0,0
148,0.54054,0.41892,34.959,1281.3,57.365,3435.8,0.21108,4.5388,106,0.53774,0.32075,31.623,1168.3,2.8208,105.52,51.368,3075,4.5283,271.7,0.20528,4.3801,0.01761,0.34616,463.38,2,154,100,95.28,25,-1000,50,144,144,99,7.13,2,109,100,96.74,25,-1000,50,99,99,0.02,-0.051412,-0.056556,0.017492,0.010531,0.51526,0.99174,1.27E+16,4.75E+17,2.04E+16,1.22E+18,7.93E+13,1.56E+15,0,255,251.99,0,45,45,0,-1,1,0,433,5679,0,-1,1,24,0,3328,1,0,0,0,0,0,0,0,0,0,1
24,0.375,0.54167,31.875,1116.3,55,3300,0.22056,4.4872,32,0.3125,0.25,20.281,737.03,6.0938,201.66,33.75,2025,11.25,675,0.11458,2.3479,0.03625,0.63375,96.2,2,25,100,95.64,25,-1000,50,22,22,66.21,115.45,2,32,4.7004,97.69,3.61,-69.52,4.55,21,24,99,-0.22596,-0.32354,-0.015644,-0.064611,0.51282,1.0006,2.74E+16,9.08E+17,5.07E+16,3.04E+18,1.63E+14,2.85E+15,0,66,66,102,0,-9.64E-16,0,-1,0,0,66,841,0,0,0,145,0,633,0,0,1,0,0,0,0,0,0,1,0
120,0.69167,0.29167,35.267,1271.9,59,3540,0.22444,4.7436,77,0.38961,0.45455,30.779,1127.2,4.7143,171.88,50.649,3039,7.7922,467.53,0.19221,4.081,0.033074,0.7084,364.54,2,126,100,97.61,25,-1000,50,121,121,99,177.61,2,83,5.4783,96.13,2.14,-87.84,2.5,70,80,99,-0.042871,-0.054356,-0.014853,-0.016131,0.58779,1.0118,22.629,33.002,15.584,15.584,18.604,24.905,0,255,248.01,66,0,0,0,-1,0,0,335,4659,0,0,0,208,0,2421,0,1,0,0,1,0,0,0,1,0,0
100,0.53,0.4,33.12,1190.7,55.13,3294.2,0.20293,4.2235,106,0.49057,0.31132,28.547,1023.2,3.5377,132.73,48.113,2886.8,5.6604,339.62,0.18239,3.8058,0.019497,0.41774,309.87,2,110,100,93.01,25,-1000,50,93,93,99,46.61,2,110,27.539,94.92,0.42,24.67,0.7,97,95,76.61,-0.022222,-0.022956,-0.029047,-0.035267,0.54268,0.96515,1.59E+16,5.98E+17,2.55E+16,1.53E+18,8.78E+13,1.88E+15,0,255,251.99,8,0,0,0,-1,4,0,280,3607,0,1,3,77,0,3049,1,0,0,0,0,0,0,0,0,1,0
124,0.62903,0.35484,35.79,1309.1,59.032,3541.9,0.23344,5.0773,82,0.45122,0.34146,28.427,1030.9,6.439,242.95,47.561,2853.7,10.244,614.63,0.17967,3.8125,0.04374,0.96309,406.2,2,129,100,97.27,25,-1000,50,125,125,99,298.6,2,84,4.1165,97.51,3.55,-151.47,3.91,69,79,99,-0.019059,-0.011472,0.023899,0.032493,0.56495,1.0134,2.90E+16,1.09E+18,4.61E+16,2.77E+18,1.97E+14,4.34E+15,0,255,251.99,143,0,0,0,-1,0,0,376,4921,0,0,0,329,0,2297,0,0,0,0,0,0,0,0,0,0,1
68,0.45588,0.52941,35,1257.3,58.971,3530.9,0.2098,4.4329,52,0.36538,0.36538,26.558,970.4,7.75,284.44,43.846,2630.8,12.692,761.54,0.1641,3.3933,0.044615,0.82,228.6,2,69,100,97.17,25,-1000,50,66,66,99,259.27,2,52,0.4692,98.55,4.99,-51.43,5.56,39,49,99,-0.021898,-0.013814,0.022466,0.013381,0.58131,0.94548,3.49E+16,1.28E+18,5.72E+16,3.43E+18,2.01E+14,3.69E+15,0,202,202,148,0,0,0,-1,0,0,199,2560,0,1,0,289,0,1350,0,0,0,0,0,0,0,0,0,0,1
63,0.80952,0.19048,35.698,1281.8,60,3600,0.22519,4.6489,37,0.43243,0.32432,26.892,971.97,8.6216,311.7,45.081,2687.6,14.595,875.68,0.1409,2.6274,0.061982,1.3384,216.59,2,63,100,99,25,-1000,50,62,62,99,204.02,2,37,0.8941,97.1,5.51,-23.89,6.32,28,37,99,-0.017187,-0.014778,0.0045455,0.0041932,0.51371,0.971,3.88E+16,1.40E+18,6.57E+16,3.94E+18,2.79E+14,6.03E+15,0,190,190,129,0,0,0,-1,0,0,187,2424,0,2,0,234,0,974,1,0,0,0,0,0,0,0,0,1,0
74,0.31081,0.62162,31.419,1077,55.946,3356.8,0.19315,3.9222,54,0.2963,0.38889,23.556,823.19,7.7963,275.5,41.111,2466.7,13.333,800,0.14494,2.983,0.064691,1.4899,240.62,2,76,100,97.52,25,-1000,50,70,70,99,275.17,2,59,13.932,94.88,4.66,-143.74,5.17,45,52,99,0.011059,0.027574,-0.12342,-0.12778,0.57609,1.0178,3.51E+16,1.24E+18,6.00E+16,3.60E+18,2.91E+14,6.71E+15,0,208,208,169,0,0,0,-1,0,0,211,2610,0,0,0,305,0,1344,1,0,0,0,0,0,0,0,0,0,1
119,0.40336,0.57983,34.983,1254.1,58.992,3539.5,0.23148,4.9118,64,0.3125,0.40625,26.188,956.66,9.0312,318.62,43.125,2587.5,15.938,956.25,0.13542,2.6288,0.057292,1.1673,382.11,2,125,100,95.9,25,-1000,50,117,117,99,404.38,2,66,3.1346,97.09,6.13,-160.68,6.58,48,62,99,0.019317,0.030646,-0.0022232,0.0085638,0.52612,0.98441,4.07E+16,1.44E+18,7.18E+16,4.31E+18,2.58E+14,5.26E+15,0,255,251.99,200,0,0,0,-1,3,0,352,4544,0,1,1,434,0,1632,0,1,0,0,0,0,0,0,1,0,0
120,0.39167,0.55833,33.6,1202.8,56.925,3411.7,0.21056,4.4581,86,0.34884,0.48837,30.186,1095.9,5.3605,192.15,50.233,3014,9.0698,544.19,0.19984,4.3412,0.037519,0.79349,412.13,2,137,100,93.81,25,-1000,50,127,127,99,208.09,2,92,18.578,97.27,2.26,-51.48,2.59,77,88,99,-0.024911,-0.041174,-0.0032819,-0.0091097,0.59783,0.99408,2.41E+16,8.65E+17,4.08E+16,2.45E+18,1.69E+14,3.57E+15,0,255,251.99,91,0,0,0,-1,0,0,382,4842,0,1,0,238,0,2657,1,0,0,0,0,0,0,0,0,1,0
102,0.51961,0.48039,35.833,1291.5,60,3600,0.22732,4.8749,89,0.49438,0.32584,29.753,1085.3,5.0337,188.04,49.213,2952.8,8.0899,485.39,0.16629,3.3399,0.039101,0.89783,339.99,2,104,100,98.28,25,-1000,50,103,103,99,196.61,2,89,2.8634,98.39,2.21,-96.23,2.55,74,85,99,-0.042499,-0.050283,-0.0025907,-0.0042179,0.51277,0.99593,2.27E+16,8.47E+17,3.64E+16,2.19E+18,1.76E+14,4.04E+15,0,255,251.99,84,0,0,0,-1,0,0,310,4024,0,0,0,227,0,2619,1,0,0,0,0,0,0,1,0,0,0
121,0.52893,0.44628,35.62,1307.1,58.512,3510.7,0.20364,4.0884,151,0.51656,0.33113,31.132,1148.9,5.0199,183.14,50.861,3051.7,8.3444,500.66,0.18163,3.746,0.03064,0.65722,356.61,2,123,100,97.91,25,-1000,50,119,119,99,355.58,2,154,5.5962,98.08,2.31,-18.52,2.5,133,151,99,-0.0069654,0.0014705,-0.0060818,-0.0043893,0.61726,0.97261,22.496,30.398,16.828,16.828,11.586,10.355,0,255,248.01,40,0,0,0,-1,0,0,327,4663,0,0,0,386,0,4719,0,0,0,0,0,0,1,0,1,0,0
51,0.39216,0.56863,35.098,1290.9,57.647,3458.8,0.21176,4.3644,80,0.375,0.4125,29.012,1072.2,6.425,227.43,47.25,2835,11.25,675,0.1885,4.1982,0.044333,0.966,177.46,2,52,100,97.43,25,-1000,50,49,49,99,308.65,2,81,1.7271,98.13,3.81,-132.82,4.18,65,78,99,-0.024027,-0.059342,-0.022358,-0.033602,0.52012,0.9927,2.89E+16,1.02E+18,5.07E+16,3.04E+18,2.00E+14,4.35E+15,0,148,148,138,0,0,0,-1,0,0,147,1937,0,1,0,339,0,2274,0,0,1,0,0,0,0,0,0,1,0
111,0.27027,0.63964,32.351,1164.7,54.261,3241.5,0.20024,4.1702,141,0.31915,0.50355,29.099,1042.7,4.4681,166.1,49.362,2961.7,7.234,434.04,0.18553,3.8848,0.027518,0.56615,339.95,2,115,100,95.77,25,-1000,50,103,103,99,292.31,2,143,8.1853,98.41,2.04,-91.54,2.25,121,135,99,-0.024244,-0.031788,-0.04022,-0.067725,0.51893,0.97868,2.01E+16,7.48E+17,3.26E+16,1.95E+18,1.24E+14,2.55E+15,0,255,251.99,29,0,0,0,-1,0,0,310,3994,0,1,0,322,0,4084,0,0,1,0,0,0,0,1,0,0,0
66,0.63636,0.31818,34.803,1271.5,57.273,3436.4,0.20606,4.1923,104,0.47115,0.32692,28.433,1022.4,4.8942,178.62,47.885,2873.1,8.0769,484.62,0.17974,3.8177,0.037821,0.83269,200.93,2,66,100,97.89,25,-1000,50,64,64,99,233.52,2,107,8.3392,96.88,2.18,-117.51,2.46,88,97,99,0.00043197,-0.00055845,-0.01345,-0.025467,0.55333,1.0144,19.001,40.793,8.8846,8.8846,7.4885,6.5949,0,173,172.91,82,0,0,0,-1,0,0,171,2479,0,0,0,264,0,2906,0,0,1,0,1,0,0,1,0,0,0
64,0.48438,0.46875,33.5,1184.3,54.844,3209.5,0.22375,4.8537,67,0.46269,0.29851,26.955,960.48,6.2388,221.85,42.358,2427.3,10.746,644.78,0.17453,3.796,0.044378,0.91562,213.58,2,67,100,88.58,25,-1000,50,61,61,99,253.03,2,69,16.425,87.77,3.67,-87.63,4.1,55,58,99,-0.010368,-0.00089795,-0.03683,-0.043703,0.54634,0.97382,2.81E+16,9.99E+17,4.84E+16,2.90E+18,2.00E+14,4.12E+15,0,184,184,126,0,0,0,-1,0,0,184,2342,0,1,0,283,0,1631,0,1,0,0,0,0,0,0,1,0,0
77,0.67532,0.32468,36.26,1319.9,60,3600,0.19775,3.9709,138,0.46377,0.26812,25.507,902.3,7.087,254.88,43.696,2615.2,12.174,730.43,0.14841,3.047,0.043188,0.91913,261.74,2,82,100,96.12,25,-1000,50,77,77,99,665.04,2,147,20.123,94.74,4.52,-346.04,4.73,116,133,99,-0.036762,-0.046577,-0.02882,-0.039905,0.57136,1.0225,3.19E+16,1.15E+18,5.48E+16,3.29E+18,1.95E+14,4.14E+15,0,232,231.98,174,0,0,0,-1,1,0,232,3033,0,0,0,695,0,3604,1,0,0,0,0,0,0,0,0,1,0
63,0.49206,0.44444,33,1174.7,55.698,3327.6,0.19894,4.0157,71,0.30986,0.21127,18.324,658.52,9.9859,362.41,31.268,1876.1,16.901,1014.1,0.12207,2.6024,0.073991,1.6011,210.57,2,69,100,95.1,25,-1000,50,60,60,99,555.35,2,73,11.189,96.01,7.61,-245.55,8.02,46,56,99,-0.032787,-0.036209,0.027576,0.014908,0.50116,1.0002,4.50E+16,1.63E+18,7.61E+16,4.57E+18,3.33E+14,7.21E+15,0,178,178,255,0,0,0,-1,0,0,181,2327,0,3,0,585,0,1250,1,0,0,0,0,0,0,0,0,1,0
51,0.58824,0.33333,31.98,1115.7,55.294,3317.6,0.15686,2.9757,74,0.2973,0.44595,26.905,979.77,5.2973,191.35,44.595,2675.7,8.9189,535.14,0.16342,3.4142,0.034955,0.73838,174.45,2,54,100,96.74,25,-1000,50,48,48,99,241.22,2,75,9.3838,96.96,3.22,-116.38,3.62,59,67,99,-0.056347,-0.065761,-0.023625,-0.034535,0.51689,0.99802,2.39E+16,8.62E+17,4.02E+16,2.41E+18,1.57E+14,3.33E+15,0,141,141,109,0,0,0,-1,0,0,144,1834,0,0,0,271,0,1963,0,0,1,0,0,0,0,0,1,0,0
33,0.12121,0.69697,28.061,969.82,49.091,2945.5,0.17131,3.5459,39,0.23077,0.41026,22.154,772.62,5.4615,197.97,38.462,2307.7,9.2308,553.85,0.17162,3.8434,0.031795,0.6041,111.25,2,34,100,97.61,25,-1000,50,27,27,81.25,107.95,2,40,6.077,97,2.7,-10.55,3.45,31,31,99,0.07677,0.084632,0.033214,0.057914,0.52632,0.92632,2.46E+16,8.92E+17,4.16E+16,2.49E+18,1.43E+14,2.72E+15,0,81,81,86,0,0,0,-1,0,0,81,1023,0,0,0,138,0,858,1,0,0,0,0,0,0,0,0,1,0
51,0.66667,0.29412,32.333,1110.2,57.647,3458.8,0.18196,3.543,49,0.42857,0.2449,24.327,883.92,10.041,356.61,40.408,2424.5,17.143,1028.6,0.16,3.4269,0.061497,1.2125,174.42,2,53,100,96.16,25,-1000,50,48,48,99,370.49,2,49,1.4076,98.48,7.56,-172.97,8.17,35,47,99,-0.0073305,-0.012916,0.0076606,0.011851,0.56552,1.0255,4.52E+16,1.61E+18,7.72E+16,4.63E+18,2.77E+14,5.46E+15,0,148,148,205,0,0,0,-1,0,0,144,1805,0,0,0,400,0,1154,1,0,0,0,0,0,0,0,0,0,1
61,0.42623,0.55738,35.525,1289.4,59.016,3541,0.21071,4.4411,131,0.30534,0.50382,29.427,1073.2,4.9237,178.65,48.55,2913,8.2443,494.66,0.15796,3.1298,0.032672,0.70972,210.58,2,65,100,96.17,25,-1000,50,60,60,99,260.65,2,134,8.8084,96.84,1.95,-40.64,2.17,115,123,99,-0.033381,-0.046071,-0.058574,-0.091282,0.58287,1.0074,2.22E+16,8.05E+17,3.71E+16,2.23E+18,1.47E+14,3.20E+15,0,181,181,68,0,0,0,-1,0,0,181,2356,0,0,0,291,0,3826,1,0,0,0,0,0,0,0,0,1,0
34,0.47059,0.47059,34.559,1272.9,56.471,3388.2,0.21961,4.7576,36,0.36111,0.30556,23.083,805.92,7.3056,247.08,40,2400,13.333,800,0.13963,2.9359,0.058889,1.4085,126.31,2,35,100,95.6,25,-1000,50,32,32,96.31,166.07,2,37,6.0552,95.04,4.49,-55.5,5.3,26,32,99,-0.081952,-0.12783,-0.15401,-0.15559,0.54687,0.98437,3.29E+16,1.11E+18,6.00E+16,3.60E+18,2.65E+14,6.34E+15,0,96,96,122,0,0,0,-1,0,0,96,1271,0,1,0,196,0,818,0,0,1,0,0,0,0,1,0,0,0
71,0.6338,0.35211,36.056,1324.7,59.042,3536.7,0.2216,4.5003,96,0.47917,0.23958,25.5,909.85,6.3021,225.09,42.188,2503.1,10.625,637.5,0.15458,3.2837,0.039444,0.77778,237.67,2,75,100,93.43,25,-1000,50,69,69,99,372.76,2,104,16.954,88.44,3.58,-144.87,3.87,82,86,99,-0.09029,-0.1463,-0.11996,-0.17692,0.50545,1.0025,2.84E+16,1.01E+18,4.79E+16,2.87E+18,1.78E+14,3.50E+15,0,211,211,146,0,0,0,-1,2,0,208,2747,0,0,7,403,0,2420,0,0,1,0,0,0,0,1,0,0,0
82,0.57317,0.41463,34.683,1244,59.22,3550.4,0.21171,4.359,95,0.61053,0.24211,29.968,1063.8,3.3789,114.26,50.811,3037.4,6.3158,378.95,0.17979,3.6782,0.021053,0.42133,276.72,2,89,100,95.28,25,-1000,50,82,82,99,59.35,2,97,4.6834,96.95,0.61,-4.74,0.92,86,92,89.34,0.028025,0.044225,0.0018904,0.001766,0.55243,0.91485,1.52E+16,5.15E+17,2.84E+16,1.71E+18,9.48E+13,1.90E+15,0,244,243.67,0,13,13,0,-1,0,0,247,3151,0,0,0,89,0,2876,0,1,0,0,0,0,0,0,0,0,1
134,0.29104,0.61194,31.194,1094.4,54.179,3250.7,0.20816,4.4973,196,0.31122,0.5051,26.959,911.91,2.2449,76.663,48.969,2937.6,3.9796,238.78,0.18891,4.0599,0.015986,0.35952,397.1,2,140,100,95.98,25,-1000,50,122,122,99,34.25,2,208,100,94.88,25,-1000,50,172,172,4.25,0.011119,0.028106,0.0052138,0.020682,0.56463,1.02,1.01E+16,3.45E+17,1.79E+16,1.08E+18,7.20E+13,1.62E+15,0,255,251.99,0,170,170,0,-1,0,0,367,4629,0,-1,0,0,4,5351,0,1,0,0,0,0,0,0,0,0,1
39,0.58974,0.35897,34.667,1272.2,55,3262.4,0.23179,5.1658,51,0.41176,0.31373,25.275,886.88,6.5294,223.9,43.529,2611.8,11.765,705.88,0.17516,3.794,0.04366,0.9383,138.35,2,40,100,94.31,25,-1000,50,36,36,99,193.78,2,53,2.8151,96.44,3.66,-83.6,4.22,42,48,99,-0.0082028,-0.017034,0.00246,0.0007761,0.50226,0.99891,2.94E+16,1.01E+18,5.30E+16,3.18E+18,1.97E+14,4.23E+15,0,111,111,126,0,0,0,-1,0,0,108,1429,0,0,0,224,0,1308,1,0,0,0,0,0,0,0,0,1,0
61,0.44262,0.55738,36.59,1344.1,59.541,3557.8,0.23257,4.9744,94,0.23404,0.51064,25.862,906.95,5.7234,194.06,44.681,2680.9,10.213,612.77,0.1539,3.1221,0.039858,0.80837,213.59,2,63,100,97.06,25,-1000,50,61,61,99,429.44,2,104,6.5852,96.22,4.13,-181.55,4.42,81,92,99,-0.027624,-0.033897,0.0040255,-0.0012189,0.53909,1.0124,2.58E+16,8.74E+17,4.60E+16,2.76E+18,1.80E+14,3.64E+15,0,184,184,121,0,0,0,-1,0,0,184,2415,0,0,0,459,0,2477,1,0,0,0,0,0,0,0,0,1,0
42,0.40476,0.45238,29.5,1031,50.286,3003.4,0.17016,3.287,39,0.30769,0.20513,17.154,588.59,7.5385,251.64,30.769,1846.2,13.846,830.77,0.13162,2.9699,0.060171,1.293,138.32,2,43,100,95.83,25,-1000,50,36,36,99,213.82,2,39,16.841,94.34,5.48,-92.1,6.25,26,28,99,-0.062607,-0.064691,-0.008377,-0.017702,0.53537,0.99723,3.40E+16,1.13E+18,6.24E+16,3.74E+18,2.71E+14,5.82E+15,0,108,108,151,0,0,0,-1,0,0,108,1371,0,0,0,244,0,635,1,0,0,0,0,0,0,0,0,1,0
62,0.27419,0.66129,33.371,1198.1,55.774,3333,0.19828,4.0249,61,0.2459,0.31148,19.262,670.18,8.8689,304.77,33.443,2006.6,15.738,944.26,0.11956,2.4391,0.064699,1.3172,201.54,2,63,100,97.2,25,-1000,50,57,57,99,417.62,2,64,18.624,95.46,6.53,-132.65,6.99,41,50,99,0.030005,0.042683,-0.0046838,-0.016198,0.51318,0.98644,3.99E+16,1.37E+18,7.09E+16,4.25E+18,2.91E+14,5.93E+15,0,175,175,208,0,0,0,-1,0,0,172,2225,0,0,0,448,0,1146,0,0,0,0,0,0,0,0,0,1,0
